DATE,MOAS_Spreads,CDX.IG_5Y,HYOAS_Spreads,SP500Ch,SP500Vol_Ch,SP500_DY,Fedfund_rate,TEDspread_3mo,Tbill_3month,Tbill_6month,T10Y-T2Y,CPI,Ind_Production,Consumer_Sentiment,GDP_ch,LQD_volch,HYG_volch,JNK_volch,Price_ratio
4/24/2013,1.47,0.8,4.66,0.5,0.944,2.1,0.13,0.22,0.06,0.09,1.5,-0.2,101.695,76.4,2.2,-17.645,74.6356,29.248,1.0069
4/25/2013,1.47,0.79,4.61,0,-0.0668,2.09,0.13,0.23,0.05,0.08,1.51,-0.2,101.695,76.4,2.2,-21.932,-36.6559,5.504,1.0031
4/26/2013,1.47,0.782,4.6,0.5,-0.4679,2.1,0.13,0.23,0.05,0.09,1.48,-0.2,101.695,76.4,2.2,21.309,9.2091,-29.623,1.0087
4/29/2013,1.47,0.763,4.53,1,0.2015,2.08,0.13,0.22,0.05,0.08,1.5,-0.2,101.695,76.4,2.2,-32.353,-33.3604,-30.447,1.0049
4/30/2013,1.47,0.75,4.55,0,-0.9383,2.08,0.14,0.22,0.05,0.09,1.48,-0.2,101.695,76.4,2.2,168.143,65.4148,95.505,1.0072
5/1/2013,1.47,0.778,4.5,-1,5.6157,2.09,0.14,0.21,0.06,0.08,1.46,0,101.7517,84.5,4.2,73.064,62.9628,46.026,1.0139
5/2/2013,1.47,0.742,4.45,1,-4.7406,2.08,0.15,0.22,0.05,0.08,1.46,0,101.7517,84.5,4.2,-55.73,-30.0099,-32.009,1.0126
5/3/2013,1.45,0.715,4.33,1,-2.8245,2.06,0.14,0.23,0.05,0.08,1.56,0,101.7517,84.5,4.2,60.219,-28.5264,-12.843,0.9981
5/6/2013,1.44,0.706,4.3,1,-0.9689,2.05,0.14,0.24,0.04,0.08,1.58,0,101.7517,84.5,4.2,-36.186,-39.4102,-33.375,0.9958
5/7/2013,1.43,0.688,4.24,1,0.2795,2.04,0.12,0.24,0.04,0.08,1.6,0,101.7517,84.5,4.2,111.287,77.6213,50.896,0.9927
5/8/2013,1.43,0.69,4.24,0.5,0.3484,2.04,0.12,0.24,0.04,0.08,1.59,0,101.7517,84.5,4.2,-38.783,46.7167,5.224,0.9933
5/9/2013,1.43,0.709,4.23,0,2.8472,2.07,0.12,0.24,0.04,0.08,1.59,0,101.7517,84.5,4.2,-65.29,-56.7263,-1.789,0.9929
5/10/2013,1.43,0.72,4.23,0,-0.6752,2.06,0.12,0.24,0.04,0.08,1.64,0,101.7517,84.5,4.2,240.088,182.967,46.761,0.9874
5/13/2013,1.43,0.734,4.35,0.5,2.3114,2.06,0.12,0.23,0.05,0.08,1.68,0,101.7517,84.5,4.2,-11.034,-41.7786,9.894,0.9823
5/14/2013,1.42,0.728,4.35,1,-0.4651,2.05,0.11,0.22,0.05,0.09,1.7,0,101.7517,84.5,4.2,-6.94,65.092,-20.939,0.9743
5/15/2013,1.42,0.715,4.36,1,0.4673,2.04,0.12,0.23,0.04,0.09,1.68,0,101.7517,84.5,4.2,-10.47,-28.9256,-22.814,0.9774
5/16/2013,1.43,0.715,4.42,-1,2.6578,2.05,0.11,0.24,0.03,0.08,1.64,0,101.7517,84.5,4.2,40.11,89.8481,22.729,0.983
5/17/2013,1.42,0.704,4.37,1,-1.8123,2.03,0.1,0.23,0.04,0.08,1.69,0,101.7517,84.5,4.2,-68.816,-28.5507,-20.308,0.9748
5/20/2013,1.41,0.71,4.34,0.5,0.9229,2.03,0.1,0.22,0.05,0.09,1.71,0,101.7517,84.5,4.2,130.575,-51.6327,-31.877,0.9748
5/21/2013,1.42,0.701,4.35,-0.5,3.0699,2.03,0.09,0.23,0.04,0.09,1.68,0,101.7517,84.5,4.2,-4.26,123.6847,40.407,0.9787
5/22/2013,1.41,0.716,4.27,-1,0.2535,2.04,0.08,0.23,0.04,0.08,1.77,0,101.7517,84.5,4.2,43.762,12.3707,47.151,0.9719
5/23/2013,1.42,0.734,4.42,-0.5,1.1378,2.05,0.08,0.22,0.05,0.08,1.76,0,101.7517,84.5,4.2,-11.012,-37.176,35.565,0.9755
5/24/2013,1.42,0.758,4.45,0,-0.5,2.05,0.09,0.23,0.04,0.07,1.75,0,101.7517,84.5,4.2,-57.527,3.8262,-22.695,0.9775
5/27/2013,1.42,0.758,4.44,0,-0.25,0,0,0,0,0,1.81,0,101.7517,84.5,4.2,-57.527,3.8262,0,0
5/28/2013,1.41,0.758,4.35,-0.5,0.8822,2.04,0.09,0.22,0.05,0.09,1.86,0,101.7517,84.5,4.2,54.387,1.9384,4.359,0.962
5/29/2013,1.43,0.77,4.55,-1,1.7643,2.06,0.08,0.23,0.05,0.08,1.83,0,101.7517,84.5,4.2,112.213,214.2876,81.96,0.9732
5/30/2013,1.44,0.763,4.54,-1,-0.8669,2.05,0.08,0.23,0.04,0.07,1.82,0,101.7517,84.5,4.2,-50.787,-50.1551,-36.994,0.9696
5/31/2013,1.47,0.793,4.62,-1,6.9956,2.08,0.09,0.24,0.04,0.07,1.86,0,101.7517,84.5,4.2,144.324,24.6684,62.931,0.9711
6/3/2013,1.48,0.788,4.76,1,0.5254,2.07,0.1,0.22,0.05,0.08,1.83,0.2,101.9486,84.1,4.2,152.797,110.3064,53.114,0.9795
6/4/2013,1.49,0.818,4.79,-1,0.2323,2.08,0.11,0.23,0.04,0.08,1.82,0.2,101.9486,84.1,4.2,-65.699,-44.6472,-66.771,0.9743
6/5/2013,1.53,0.86,5.03,-1,4.2874,2.11,0.09,0.22,0.05,0.08,1.8,0.2,101.9486,84.1,4.2,22.775,30.0517,116.471,0.9892
6/6/2013,1.55,0.833,5.08,1,-2.5,2.1,0.1,0.22,0.05,0.08,1.78,0.2,101.9486,84.1,4.2,-45.358,14.9435,35.119,0.9844
6/7/2013,1.54,0.81,4.89,1,-4.7293,2.06,0.09,0.24,0.04,0.07,1.85,0.2,101.9486,84.1,4.2,26.392,-25.0635,-45.782,0.9706
6/10/2013,1.54,0.838,4.86,0,0.0598,2.07,0.09,0.22,0.05,0.08,1.9,0.2,101.9486,84.1,4.2,-7.872,-13.5341,-4.915,0.9689
6/11/2013,1.58,0.855,5.08,-1,7.0532,2.09,0.09,0.22,0.05,0.08,1.86,0.2,101.9486,84.1,4.2,36.846,18.0674,47.291,0.9823
6/12/2013,1.58,0.874,5.02,-1,6.4768,2.12,0.08,0.22,0.05,0.08,1.91,0.2,101.9486,84.1,4.2,-12.92,1.4215,3.459,0.9716
6/13/2013,1.59,0.82,5.11,1,-6.5024,2.09,0.09,0.22,0.05,0.08,1.87,0.2,101.9486,84.1,4.2,-28.671,-18.1368,-1.223,0.9764
6/14/2013,1.57,0.841,5.04,-1,2.636,2.1,0.1,0.22,0.05,0.08,1.85,0.2,101.9486,84.1,4.2,-48.109,-48.0622,-60.651,0.9747
6/17/2013,1.57,0.82,4.97,1,-1.694,2.08,0.11,0.22,0.05,0.08,1.92,0.2,101.9486,84.1,4.2,45.533,-2.0071,-10.129,0.971
6/18/2013,1.58,0.82,4.96,1,-1.3341,2.07,0.12,0.22,0.05,0.08,1.93,0.2,101.9486,84.1,4.2,-6.433,-5.7693,25.917,0.9734
6/19/2013,1.57,0.879,4.85,-1,0.169,2.1,0.1,0.22,0.05,0.08,2.02,0.2,101.9486,84.1,4.2,61.461,120.8419,203.998,0.9772
6/20/2013,1.65,0.933,5.12,-3,14.3982,2.15,0.1,0.22,0.05,0.09,2.08,0.2,101.9486,84.1,4.2,135.552,39.1806,-5.695,0.9747
6/21/2013,1.66,0.94,5.09,-2,-4.179,2.15,0.1,0.22,0.05,0.09,2.14,0.2,101.9486,84.1,4.2,-38.229,-16.6711,40.522,0.9661
6/24/2013,1.72,0.976,5.34,-1,6.3622,2.17,0.1,0.22,0.06,0.11,2.15,0.2,101.9486,84.1,4.2,47.622,31.0501,-3.006,0.9764
6/25/2013,1.71,0.921,5.34,1,-5.1134,2.15,0.09,0.22,0.06,0.11,2.17,0.2,101.9486,84.1,4.2,-39.752,-48.5536,-60.239,0.9645
6/26/2013,1.7,0.88,5.29,1,-4.3213,2.13,0.09,0.22,0.06,0.11,2.16,0.2,101.9486,84.1,4.2,-44.982,-11.3288,0.766,0.9634
6/27/2013,1.68,0.86,5.23,1,-1.3815,2.12,0.09,0.21,0.06,0.11,2.13,0.2,101.9486,84.1,4.2,-23.145,0.93,-3.932,0.9646
6/28/2013,1.67,0.868,5.16,0.5,-0.9159,2.13,0.07,0.23,0.04,0.1,2.16,0.2,101.9486,84.1,4.2,91.638,9.5622,54.335,0.9718
6/30/2013,1.67,0.856,5.21,0,0,0,0,0,0,0,0,0.2,101.9486,84.1,4.2,91.638,9.5622,0,0
7/1/2013,1.67,0.845,5.17,0,-2.5557,2.13,0.1,0.23,0.04,0.09,2.16,0.2,101.446,85.1,4.2,-3.729,-14.7015,-49.305,0.9721
7/2/2013,1.65,0.86,5.15,0,0.558,2.13,0.1,0.24,0.03,0.08,2.14,0.2,101.446,85.1,4.2,-22.287,-27.1157,8.467,0.9684
7/3/2013,1.66,0.851,5.15,0,-1.1654,2.13,0.1,0.22,0.05,0.08,2.16,0.2,101.446,85.1,4.2,-3.735,-55.795,-71.324,0.9683
7/4/2013,1.66,0.858,5.15,0,-0.5827,0,0,0,0,0,2.25,0.2,101.446,85.1,4.2,-3.735,-55.795,0,0
7/5/2013,1.64,0.865,5.04,0.5,-1.3922,2.11,0.1,0.23,0.04,0.08,2.33,0.2,101.446,85.1,4.2,17.263,97.2163,256.222,0.9473
7/8/2013,1.64,0.827,5.11,1,-2.7844,2.1,0.1,0.22,0.05,0.07,2.28,0.2,101.446,85.1,4.2,23.862,70.2108,-3.809,0.9487
7/9/2013,1.62,0.816,5.04,1,-3.0469,2.08,0.1,0.23,0.04,0.08,2.28,0.2,101.446,85.1,4.2,30.366,8.6776,14.475,0.9488
7/10/2013,1.62,0.813,4.98,1,-0.8799,2.09,0.09,0.23,0.04,0.08,2.32,0.2,101.446,85.1,4.2,-27.946,6.5656,44.546,0.9441
7/11/2013,1.61,0.783,4.9,1,-1.7121,2.06,0.09,0.23,0.04,0.07,2.26,0.2,101.446,85.1,4.2,-24.945,-10.1776,-7.545,0.9441
7/12/2013,1.6,0.78,4.8,0.5,0.9677,2.05,0.09,0.23,0.04,0.07,2.24,0.2,101.446,85.1,4.2,-7.992,-1.3155,20.089,0.946
7/15/2013,1.59,0.77,4.77,0,-0.1917,2.05,0.09,0.23,0.04,0.07,2.23,0.2,101.446,85.1,4.2,64.688,17.3341,-67.448,0.9449
7/16/2013,1.57,0.78,4.72,0,2.4968,2.06,0.09,0.24,0.03,0.07,2.21,0.2,101.446,85.1,4.2,-50.851,-51.5278,21.535,0.9496
7/17/2013,1.57,0.762,4.68,0.5,-2.8107,2.05,0.09,0.24,0.03,0.08,2.2,0.2,101.446,85.1,4.2,-23.221,163.0751,58.981,0.9478
7/18/2013,1.55,0.745,4.57,1,-3.0763,2.04,0.09,0.24,0.03,0.07,2.24,0.2,101.446,85.1,4.2,-10.297,-21.1947,76.767,0.9384
7/19/2013,1.54,0.726,4.56,0.5,-3.3419,2.04,0.09,0.23,0.03,0.07,2.18,0.2,101.446,85.1,4.2,144.224,-61.8596,-79.865,0.948
7/22/2013,1.53,0.728,4.53,0,-2.3271,2.04,0.09,0.22,0.04,0.07,2.18,0.2,101.446,85.1,4.2,-18.234,49.3674,98.94,0.9472
7/23/2013,1.52,0.75,4.5,0,1.2934,2.04,0.09,0.25,0.02,0.07,2.2,0.2,101.446,85.1,4.2,-63.004,-36.1213,-57.598,0.9447
7/24/2013,1.52,0.763,4.55,0,2.0833,2.05,0.09,0.23,0.03,0.07,2.27,0.2,101.446,85.1,4.2,137.002,111.3747,209.125,0.9373
7/25/2013,1.53,0.764,4.65,0,-1.2508,2.04,0.09,0.24,0.02,0.06,2.29,0.2,101.446,85.1,4.2,7.574,14.2016,-8.711,0.9381
7/26/2013,1.53,0.744,4.71,0,-1.3333,2.04,0.09,0.24,0.03,0.07,2.27,0.2,101.446,85.1,4.2,-51.513,-29.7207,-24.199,0.9429
7/29/2013,1.53,0.759,4.69,0,2.0946,2.05,0.08,0.24,0.03,0.07,2.28,0.2,101.446,85.1,4.2,116.287,-8.6261,7.388,0.9376
7/30/2013,1.53,0.755,4.66,0,-0.8604,2.05,0.09,0.22,0.04,0.07,2.3,0.2,101.446,85.1,4.2,-39.785,10.1127,59.869,0.937
7/31/2013,1.53,0.749,4.71,0.5,-0.4005,2.05,0.09,0.23,0.04,0.08,2.29,0.2,101.446,85.1,4.2,71.343,-3.8096,-43.469,0.9403
8/1/2013,1.51,0.744,4.63,1,-2.4799,2.03,0.08,0.23,0.04,0.08,2.39,0.2,102.1758,82.1,3.4,-19.127,13.2072,73.593,0.9301
8/2/2013,1.53,0.728,4.74,0.5,-3.5739,2.03,0.09,0.23,0.04,0.07,2.33,0.2,102.1758,82.1,3.4,-3.68,-6.5126,-45.388,0.9357
8/5/2013,1.52,0.728,4.74,-0.5,-1.2117,2.03,0.08,0.22,0.05,0.08,2.35,0.2,102.1758,82.1,3.4,75.026,-48.3067,-46.408,0.932
8/6/2013,1.52,0.745,4.76,-1,5.0505,2.04,0.09,0.23,0.04,0.08,2.35,0.2,102.1758,82.1,3.4,-66.343,52.3455,36.091,0.9342
8/7/2013,1.53,0.763,4.81,-0.5,1.717,2.05,0.09,0.22,0.05,0.08,2.29,0.2,102.1758,82.1,3.4,-9.667,-33.7052,33.073,0.9391
8/8/2013,1.53,0.752,4.8,0,-0.9453,2.05,0.09,0.21,0.05,0.07,2.28,0.2,102.1758,82.1,3.4,1.573,26.7998,-28.516,0.9396
8/9/2013,1.53,0.754,4.8,0,2.9312,2.06,0.08,0.21,0.05,0.07,2.25,0.2,102.1758,82.1,3.4,-43.838,-38.2041,39.202,0.9411
8/12/2013,1.53,0.757,4.78,0,0.4636,2.06,0.08,0.2,0.06,0.08,2.29,0.2,102.1758,82.1,3.4,93.231,117.5385,-21.41,0.9352
8/13/2013,1.52,0.753,4.72,-0.5,-2.0435,2.06,0.08,0.2,0.06,0.08,2.37,0.2,102.1758,82.1,3.4,17.154,-40.3653,45.548,0.9283
8/14/2013,1.53,0.755,4.69,-1,2.5572,2.07,0.09,0.21,0.05,0.07,2.37,0.2,102.1758,82.1,3.4,41.094,101.0861,-14.429,0.9313
8/15/2013,1.54,0.796,4.74,-1,6.5617,2.1,0.08,0.21,0.05,0.08,2.41,0.2,102.1758,82.1,3.4,4.071,39.9569,72.024,0.9253
8/16/2013,1.53,0.816,4.7,-1,-1.8473,2.11,0.09,0.21,0.05,0.08,2.48,0.2,102.1758,82.1,3.4,37.638,7.3886,25.382,0.9267
8/19/2013,1.54,0.843,4.71,-1,2.8858,2.12,0.09,0.2,0.06,0.08,2.52,0.2,102.1758,82.1,3.4,97.832,-5.5779,-37.424,0.9237
8/20/2013,1.55,0.823,4.8,-1,-0.5488,2.11,0.09,0.22,0.04,0.07,2.46,0.2,102.1758,82.1,3.4,-56.964,-35.6175,4.982,0.9251
8/21/2013,1.55,0.844,4.77,-1,2.943,2.12,0.08,0.22,0.04,0.07,2.49,0.2,102.1758,82.1,3.4,9.931,-26.3797,-52.902,0.9205
8/22/2013,1.55,0.808,4.73,1,-4.7647,2.11,0.09,0.23,0.03,0.06,2.48,0.2,102.1758,82.1,3.4,8.522,30.7214,103.865,0.9256
8/23/2013,1.54,0.789,4.75,0.5,-2.7517,2.1,0.08,0.23,0.03,0.06,2.42,0.2,102.1758,82.1,3.4,-7.126,-16.7789,-4.199,0.9294
8/26/2013,1.54,0.796,4.75,-1,4.2444,2.11,0.08,0.22,0.04,0.07,2.38,0.2,102.1758,82.1,3.4,-40.506,-29.8193,-20.567,0.9321
8/27/2013,1.55,0.84,4.82,-2,9.0685,2.14,0.07,0.21,0.05,0.07,2.34,0.2,102.1758,82.1,3.4,73.096,51.286,25.086,0.9399
8/28/2013,1.55,0.834,4.77,-1,-0.3394,2.14,0.07,0.23,0.03,0.07,2.38,0.2,102.1758,82.1,3.4,3.743,7.8842,-45.504,0.9321
8/29/2013,1.55,0.826,4.76,0,1.5891,2.14,0.08,0.24,0.02,0.06,2.36,0.2,102.1758,82.1,3.4,-8.647,3.945,31.688,0.9386
8/30/2013,1.55,0.84,4.77,0,0.838,0,0,0,0,0,2.39,0.2,102.1758,82.1,3.4,-26.584,-38.0278,69.353,0.9375
9/2/2013,1.55,0.838,4.78,0,0.419,0,0,0,0,0,2.41,0,102.6774,77.5,3.4,-26.584,-38.0278,0,0
9/3/2013,1.55,0.836,4.69,0.5,-0.9637,2.14,0.09,0.24,0.02,0.05,2.43,0,102.6774,77.5,3.4,227.992,301.5834,-17.358,0.9285
9/4/2013,1.54,0.828,4.64,1,-1.9274,2.12,0.08,0.24,0.02,0.05,2.44,0,102.6774,77.5,3.4,-57.34,-64.8794,50.436,0.9299
9/5/2013,1.55,0.836,4.59,0.5,-0.9249,2.12,0.08,0.24,0.02,0.06,2.46,0,102.6774,77.5,3.4,15.795,3.2757,-44.734,0.9245
9/6/2013,1.54,0.82,4.63,0.5,0.175,2.12,0.08,0.24,0.02,0.05,2.48,0,102.6774,77.5,3.4,-27.489,30.1333,9.189,0.9278
9/9/2013,1.55,0.789,4.66,1,-1.9802,2.1,0.08,0.24,0.02,0.04,2.45,0,102.6774,77.5,3.4,-17.594,-10.319,3.935,0.9258
9/10/2013,1.55,0.78,4.6,1,-4.2781,2.09,0.08,0.24,0.02,0.04,2.46,0,102.6774,77.5,3.4,30.967,25.0674,31.448,0.9234
9/11/2013,1.55,0.761,4.63,0.5,-3.1037,2.08,0.08,0.23,0.02,0.05,2.46,0,102.6774,77.5,3.4,8.762,-33.5336,-50.468,0.9273
9/12/2013,1.55,0.777,4.61,0,1.5375,2.09,0.08,0.24,0.01,0.02,2.47,0,102.6774,77.5,3.4,-19.167,2.2868,-9.96,0.9267
9/13/2013,1.54,0.771,4.6,0.5,-0.9464,2.08,0.08,0.24,0.01,0.02,2.45,0,102.6774,77.5,3.4,-32.516,-22.4013,15.823,0.9297
9/16/2013,1.54,0.744,4.54,1,-0.7643,2.07,0.08,0.23,0.02,0.04,2.47,0,102.6774,77.5,3.4,84.174,68.6611,49.753,0.9224
9/17/2013,1.54,0.729,4.59,1,0.5135,2.06,0.08,0.24,0.01,0.04,2.47,0,102.6774,77.5,3.4,-55.879,27.0839,-11.164,0.9276
9/18/2013,1.56,0.698,4.67,1,-3.0651,2.04,0.08,0.24,0.01,0.04,2.35,0,102.6774,77.5,3.4,399.953,25.0491,107.865,0.9254
9/19/2013,1.52,0.699,4.51,0,-1.054,2.04,0.09,0.24,0.01,0.03,2.42,0,102.6774,77.5,3.4,-1.369,-22.139,-55.289,0.9258
9/20/2013,1.52,0.799,4.54,-1,1.9973,2.06,0.08,0.24,0.01,0.05,2.41,0,102.6774,77.5,3.4,-78.338,-30.7009,45.746,0.9299
9/23/2013,1.52,0.802,4.6,-0.5,3.9164,2.06,0.09,0.23,0.02,0.05,2.37,0,102.6774,77.5,3.4,241.297,65.7469,-24.01,0.9312
9/24/2013,1.52,0.789,4.65,0,-1.7588,2.07,0.09,0.23,0.02,0.05,2.32,0,102.6774,77.5,3.4,-30.73,18.8685,-6.091,0.9388
9/25/2013,1.52,0.798,4.7,0,-0.5115,2.08,0.08,0.23,0.02,0.05,2.27,0,102.6774,77.5,3.4,-25.042,-55.5125,-30.794,0.9378
9/26/2013,1.52,0.798,4.69,0,-0.964,2.07,0.08,0.25,0,0.03,2.32,0,102.6774,77.5,3.4,-52.293,34.3758,37.447,0.9336
9/27/2013,1.53,0.809,4.75,-0.5,4.0883,2.08,0.08,0.23,0.02,0.03,2.3,0,102.6774,77.5,3.4,29.619,42.6947,17.167,0.9366
9/30/2013,1.56,0.82,4.83,-1,4.7382,2.09,0.06,0.23,0.02,0.04,2.31,0,102.6774,77.5,3.4,50.803,-7.8286,-20.036,0.9373
10/1/2013,1.55,0.797,4.78,1,-3.9881,2.08,0.08,0.23,0.02,0.04,2.33,0.1,102.5438,73.2,3.2,76.177,-8.0765,-1.198,0.936
10/2/2013,1.55,0.796,4.78,0,4.2157,2.08,0.07,0.22,0.02,0.05,2.32,0.1,102.5438,73.2,3.2,-71.305,-51.8525,-29.869,0.9346
10/3/2013,1.54,0.81,4.75,-1,5.2945,2.1,0.08,0.21,0.03,0.05,2.29,0.1,102.5438,73.2,3.2,55.061,14.6093,30.407,0.9326
10/4/2013,1.54,0.794,4.7,1,-2.7684,2.09,0.08,0.21,0.03,0.04,2.33,0.1,102.5438,73.2,3.2,-59.67,-35.3809,44.589,0.9328
10/7/2013,1.53,0.825,4.69,-1,10.8077,2.1,0.08,0.21,0.03,0.06,2.28,0.1,102.5438,73.2,3.2,141.452,16.7696,-72.294,0.9349
10/8/2013,1.52,0.845,4.68,-1,4.0378,2.13,0.08,0.19,0.05,0.09,2.26,0.1,102.5438,73.2,3.2,21.337,23.2354,215.322,0.9353
10/9/2013,1.52,0.834,4.67,0.5,-2.7722,2.13,0.09,0.2,0.05,0.08,2.31,0.1,102.5438,73.2,3.2,-39.004,0.8888,-19.213,0.9298
10/10/2013,1.51,0.787,4.61,2,-10.7828,2.09,0.09,0.19,0.05,0.07,2.36,0.1,102.5438,73.2,3.2,95.453,-2.487,-11.449,0.93
10/11/2013,1.5,0.769,4.62,1,-3.7188,2.08,0.1,0.16,0.08,0.07,2.35,0.1,102.5438,73.2,3.2,64.751,13.5948,38.931,0.9285
10/14/2013,1.5,0.768,4.6,0.5,2.1123,0,0,0,0,0,2.37,0.1,102.5438,73.2,3.2,-83.971,-69.5227,-71.47,0.9239
10/15/2013,1.49,0.768,4.54,0.5,8.8061,2.08,0.1,0.1,0.14,0.16,2.38,0.1,102.5438,73.2,3.2,172.395,130.108,126.805,0.9231
10/16/2013,1.48,0.738,4.55,1,-11.6784,2.05,0.11,0.15,0.1,0.11,2.35,0.1,102.5438,73.2,3.2,-2.457,200.8473,197.128,0.9278
10/17/2013,1.48,0.715,4.53,1,-5.0431,2.04,0.1,0.19,0.05,0.08,2.28,0.1,102.5438,73.2,3.2,93.368,4.7215,-28.59,0.9293
10/18/2013,1.46,0.714,4.46,1,-3.3679,2.03,0.1,0.2,0.04,0.08,2.27,0.1,102.5438,73.2,3.2,-60.294,-60.5126,-16.322,0.9301
10/21/2013,1.45,0.723,4.41,1,1.4745,2.03,0.09,0.2,0.04,0.07,2.3,0.1,102.5438,73.2,3.2,-3.716,-14.0041,30.653,0.9296
10/22/2013,1.45,0.699,4.44,1,-0.7926,2.02,0.08,0.2,0.04,0.07,2.23,0.1,102.5438,73.2,3.2,33.029,122.0773,3.137,0.9343
10/23/2013,1.45,0.72,4.44,0.5,0.5992,2.03,0.08,0.2,0.04,0.07,2.2,0.1,102.5438,73.2,3.2,10.415,-55.6479,-41.523,0.9382
10/24/2013,1.45,0.723,4.4,0,-1.3898,2.02,0.08,0.21,0.03,0.07,2.2,0.1,102.5438,73.2,3.2,-0.979,-6.1562,-40.445,0.9355
10/25/2013,1.45,0.716,4.42,0,-0.2013,2.01,0.08,0.2,0.04,0.08,2.21,0.1,102.5438,73.2,3.2,-52.76,-11.3086,9.96,0.939
10/28/2013,1.45,0.716,4.44,0.5,0.4373,2.01,0.08,0.2,0.04,0.08,2.22,0.1,102.5438,73.2,3.2,317.712,-16.1921,-35.361,0.9349
10/29/2013,1.44,0.711,4.45,1,1.076,2,0.08,0.2,0.04,0.08,2.22,0.1,102.5438,73.2,3.2,-46.481,9.8114,26.575,0.9349
10/30/2013,1.45,0.731,4.43,0.5,0.6653,2.01,0.08,0.2,0.04,0.09,2.22,0.1,102.5438,73.2,3.2,-9.343,97.9575,41.174,0.9311
10/31/2013,1.45,0.728,4.36,0,0.7931,2.02,0.07,0.2,0.04,0.08,2.26,0.1,102.5438,73.2,3.2,-25.309,58.396,67.303,0.9344
11/1/2013,1.44,0.734,4.31,0,-1.2459,2.01,0.08,0.2,0.04,0.08,2.32,0.2,102.8625,75.1,2.3,83.197,34.8193,-16.945,0.9273
11/4/2013,1.45,0.731,4.33,0,-2.5232,2,0.08,0.19,0.05,0.09,2.31,0.2,102.8625,75.1,2.3,-60.696,-74.3027,-54.427,0.928
11/5/2013,1.45,0.746,4.33,0,1.6349,2.01,0.08,0.19,0.05,0.08,2.37,0.2,102.8625,75.1,2.3,63.728,36.7702,27.454,0.9208
11/6/2013,1.46,0.726,4.35,-0.5,-1.7426,2.01,0.08,0.19,0.05,0.09,2.37,0.2,102.8625,75.1,2.3,-16.07,78.2018,85.06,0.9202
11/7/2013,1.46,0.741,4.34,-1,4.7749,2.04,0.08,0.19,0.05,0.09,2.34,0.2,102.8625,75.1,2.3,25.959,-2.7147,-13.517,0.9261
11/8/2013,1.46,0.716,4.38,1,-4.7526,2.01,0.08,0.18,0.06,0.09,2.45,0.2,102.8625,75.1,2.3,22.217,-12.7333,214.617,0.9128
11/11/2013,1.46,0.725,4.38,0.5,0.6835,0,0,0,0,0,2.46,0.2,102.8625,75.1,2.3,-24.022,-61.6434,-50.184,0.9109
11/12/2013,1.46,0.733,4.35,0.5,1.0183,2.01,0.08,0.16,0.08,0.1,2.46,0.2,102.8625,75.1,2.3,85.421,33.6707,-41.929,0.9145
11/13/2013,1.46,0.723,4.42,1,-0.336,2,0.08,0.16,0.08,0.1,2.43,0.2,102.8625,75.1,2.3,88.522,30.0733,6.035,0.9157
11/14/2013,1.46,0.717,4.41,0.5,0.3372,1.99,0.09,0.16,0.08,0.1,2.4,0.2,102.8625,75.1,2.3,-68.764,50.8642,23.905,0.9164
11/15/2013,1.45,0.703,4.38,0,-0.5376,1.97,0.09,0.16,0.08,0.1,2.4,0.2,102.8625,75.1,2.3,7.057,-29.0759,-1.516,0.9182
11/18/2013,1.44,0.715,4.35,0,0.8784,1.98,0.09,0.15,0.09,0.1,2.36,0.2,102.8625,75.1,2.3,107.001,23.5359,18.414,0.9196
11/19/2013,1.43,0.726,4.31,0,2.1433,1.98,0.09,0.16,0.08,0.1,2.42,0.2,102.8625,75.1,2.3,-69.565,-61.6803,-62.504,0.9158
11/20/2013,1.43,0.725,4.29,0.5,-1.7049,1.99,0.09,0.16,0.08,0.11,2.52,0.2,102.8625,75.1,2.3,105.774,74.503,43.917,0.9041
11/21/2013,1.43,0.707,4.32,1,-3.1354,1.98,0.09,0.17,0.07,0.1,2.5,0.2,102.8625,75.1,2.3,76.504,-23.2631,21.503,0.9039
11/22/2013,1.42,0.686,4.3,1,-2.5482,1.97,0.09,0.17,0.07,0.1,2.44,0.2,102.8625,75.1,2.3,-64.135,-13.0097,-25.368,0.9091
11/25/2013,1.41,0.679,4.27,0.5,1.9788,1.97,0.09,0.16,0.08,0.11,2.44,0.2,102.8625,75.1,2.3,-0.148,70.6239,27.921,0.9101
11/26/2013,1.42,0.686,4.27,0,0.8316,1.97,0.09,0.17,0.07,0.11,2.42,0.2,102.8625,75.1,2.3,-12.167,0.7585,-53.76,0.9117
11/27/2013,1.41,0.69,4.24,0,0.3436,1.97,0.09,0.17,0.07,0.11,2.46,0.2,102.8625,75.1,2.3,128.619,-34.9163,28.93,0.91
11/28/2013,1.41,0.693,4.24,0,0.1718,0,0,0,0,0,2.47,0.2,102.8625,75.1,2.3,128.619,-34.9163,0,0
11/29/2013,1.41,0.696,4.23,0,0.5323,1.97,0.07,0.18,0.06,0.11,2.47,0.2,102.8625,75.1,2.3,-68.958,-48.0458,-25.23,0.911
11/30/2013,1.41,0.696,4.27,0,0,0,0,0,0,0,0,0.2,102.8625,75.1,2.3,-68.958,-48.0458,0,0
12/2/2013,1.4,0.696,4.19,0,1.0645,1.98,0.09,0.19,0.05,0.1,2.51,0.3,103.1747,82.5,2.2,671.072,499.5665,157.541,0.9084
