"Rsquareds","varExplained","dependents"
0.0509103930472475,99.2787757166636,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "Fedfund_rate", "TEDspread_3mo", "Tbill_3month", "Tbill_6month", "T10Y.T2Y", "CPI", "Ind_Production", "Consumer_Sentiment", "GDP_ch", "LQD_volch", "HYG_volch", "JNK_volch", "Price_ratio", "original_spreads")
