"Rsquareds","varExplained","dependents"
0.788375368964876,98.8274548933992,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "Ind_Production", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
0.762193171107347,99.040840156152,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "CPI", "Ind_Production", "LQD_volch", "JNK_volch", "original_spreads")
0.760396817956559,98.989891373417,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500_DY", "CPI", "Ind_Production", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
0.751982041264591,98.6411388638955,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "CPI", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
0.751425276928135,98.9609244708017,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "CPI", "Ind_Production", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
0.749491383795654,99.0241405985801,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "CPI", "Ind_Production", "LQD_volch", "HYG_volch", "original_spreads")
0.749430683804784,98.9568015081306,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Vol_Ch", "SP500_DY", "CPI", "Ind_Production", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
0.74819552610701,99.0291855660932,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "CPI", "Ind_Production", "HYG_volch", "JNK_volch", "original_spreads")
0.736170425171098,99.0110639525029,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "Ind_Production", "GDP_ch", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
0.73222121333415,98.7708394834549,c("CDX.IG_5Y", "HYOAS_Spreads", "SP500Ch", "SP500Vol_Ch", "SP500_DY", "GDP_ch", "LQD_volch", "HYG_volch", "JNK_volch", "original_spreads")
